work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size,salary_range
2023,Senior-level,Full-time,Data Analyst,125600,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,141290,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,74178,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,85000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,220000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,205600,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,107500,United States,Remote,United States,Medium,100K–150K
2023,Entry-level,Full-time,Data Scientist,12888,India,Hybrid,India,Small,<25K
2023,Mid-level,Full-time,Data Analyst,52500,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,84000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,BI Analyst,125000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,BI Analyst,110000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,ML Engineer,200000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,ML Engineer,135000,United States,On-site,United States,Medium,100K–150K
2022,Entry-level,Full-time,Business Data Analyst,48000,United States,Hybrid,United States,Large,25K-50K
2023,Entry-level,Full-time,AI Developer,120000,Bosnia and Herzegovina,Hybrid,Bosnia and Herzegovina,Small,100K–150K
2023,Senior-level,Full-time,Data Engineer,170000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Engineer,150000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Computer Vision Engineer,200000,United States,Remote,United States,Small,150K–200K
2023,Mid-level,Full-time,Applied Data Scientist,80000,Kenya,Remote,Kenya,Small,50K–100K
2023,Entry-level,Full-time,Business Data Analyst,12877,Greece,Hybrid,Greece,Large,<25K
2022,Entry-level,Full-time,AI Developer,6304,North Macedonia,On-site,North Macedonia,Small,<25K
2023,Mid-level,Full-time,Data Analytics Lead,17509,India,Hybrid,Singapore,Medium,<25K
2023,Senior-level,Full-time,Data Scientist,257000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,77262,Latvia,On-site,Latvia,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,38631,Latvia,On-site,Latvia,Medium,25K-50K
2023,Senior-level,Full-time,BI Developer,140000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,BI Developer,110000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Research Scientist,151800,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Scientist,53654,Romania,Hybrid,Romania,Large,50K–100K
2023,Senior-level,Full-time,Data Analyst,51508,Spain,On-site,Spain,Medium,50K–100K
2023,Senior-level,Full-time,Data Analyst,40777,Spain,On-site,Spain,Medium,25K-50K
2023,Mid-level,Full-time,Data Engineer,95000,United States,Remote,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,130000,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,120000,United States,Remote,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,100000,United States,Remote,United States,Medium,50K–100K
2023,Mid-level,Full-time,Data Scientist,183310,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Analyst,102500,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,185000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Science Consultant,122000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Science Consultant,94000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,220000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,146000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Scientist,24740,Thailand,Hybrid,Thailand,Large,<25K
2022,Mid-level,Full-time,Computer Vision Engineer,15897,India,Remote,India,Medium,<25K
2023,Senior-level,Full-time,Data Science Consultant,145000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Science Consultant,128000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,182000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,122000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,94000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Machine Learning Engineer,77262,Latvia,On-site,Latvia,Medium,50K–100K
2023,Senior-level,Full-time,Machine Learning Engineer,38631,Latvia,On-site,Latvia,Medium,25K-50K
2023,Executive-level,Full-time,Data Scientist,300000,United States,On-site,United States,Medium,200K+
2023,Mid-level,Full-time,Data Analyst,135000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,105500,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,110000,United States,Remote,United States,Large,100K–150K
2023,Senior-level,Full-time,Data Scientist,168000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Analyst,78990,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,43809,United Kingdom,On-site,United Kingdom,Medium,25K-50K
2023,Senior-level,Full-time,Data Scientist,153400,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,122700,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Scientist,205000,United States,Remote,United States,Medium,200K+
2023,Mid-level,Full-time,Machine Learning Engineer,145000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Machine Learning Engineer,87000,United States,On-site,United States,Medium,50K–100K
2023,Entry-level,Full-time,Data Scientist,50000,India,Remote,United States,Medium,25K-50K
2023,Senior-level,Full-time,ML Engineer,234100,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,ML Engineer,203500,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,223800,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Scientist,172100,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,232200,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,167200,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,BI Developer,197000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,BI Developer,106000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Research Scientist,180000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Research Scientist,145000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Lead,225000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Lead,200000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,114000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,291500,United States,On-site,United States,Medium,200K+
2023,Executive-level,Full-time,Data Engineer,196200,United States,On-site,United States,Medium,150K–200K
2023,Executive-level,Full-time,Data Engineer,150900,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,168400,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Scientist,105200,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,95000,Spain,Remote,Spain,Medium,50K–100K
2023,Mid-level,Full-time,Data Engineer,80000,Spain,Remote,Spain,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,116000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Analyst,72000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Analytics Engineer,207000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Analytics Engineer,167000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Machine Learning Engineer,145000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Machine Learning Engineer,135000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,105000,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Engineer,70000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Data Engineer,133800,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,96100,United States,Remote,United States,Medium,50K–100K
2023,Mid-level,Full-time,Data Analyst,120000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Science Engineer,140000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Science Engineer,100000,United States,On-site,United States,Medium,50K–100K
2023,Senior-level,Full-time,Research Scientist,120000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Cloud Database Engineer,140000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Cloud Database Engineer,115000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Science Manager,297300,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Data Science Manager,198200,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Machine Learning Engineer,219000,United States,Hybrid,United States,Large,200K+
2023,Senior-level,Full-time,Applied Scientist,230000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Applied Scientist,196000,United States,Remote,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,110000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Applied Scientist,126100,United States,On-site,United States,Large,100K–150K
2023,Senior-level,Full-time,Applied Scientist,72000,United States,On-site,United States,Large,50K–100K
2023,Mid-level,Full-time,Machine Learning Engineer,175000,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Machine Learning Engineer,140000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Analyst,240500,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Analyst,137500,United States,On-site,United States,Medium,100K–150K
2023,Mid-level,Full-time,Data Scientist,187500,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Data Scientist,165000,United States,On-site,United States,Medium,150K–200K
2023,Mid-level,Full-time,Machine Learning Research Engineer,72914,United Kingdom,On-site,United Kingdom,Large,50K–100K
2022,Entry-level,Part-time,Data Analyst,25216,Spain,Remote,United States,Large,25K-50K
2023,Senior-level,Full-time,Research Scientist,165750,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Machine Learning Scientist,225000,United States,Remote,United States,Medium,200K+
2023,Senior-level,Full-time,Machine Learning Scientist,165750,United States,Remote,United States,Medium,150K–200K
2023,Mid-level,Full-time,Machine Learning Engineer,109006,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2023,Mid-level,Full-time,Machine Learning Engineer,67141,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2023,Senior-level,Full-time,Data Scientist,115000,United States,Remote,United States,Medium,100K–150K
2023,Senior-level,Full-time,NLP Engineer,275000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,NLP Engineer,175000,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,175308,United States,On-site,United States,Medium,150K–200K
2023,Senior-level,Full-time,Data Engineer,100706,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,NLP Engineer,235000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,NLP Engineer,135000,United States,On-site,United States,Medium,100K–150K
2023,Senior-level,Full-time,Data Engineer,310000,United States,On-site,United States,Medium,200K+
2023,Senior-level,Full-time,Data Engineer,229000,United States,On-site,United States,Medium,200K+
